<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">la couverture médiatique</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">la couverture médiatique</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un communiqué de presse</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un communiqué de presse</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">informer, mettre au courant</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">informer, mettre au courant</div>;ANGLAIS::niveau::A2 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">faire un reportage (sur)</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">faire un reportage (sur)</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">assurer la couverture de</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">assurer la couverture de</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">irr. verb</span></div><br><div class="mot">remanier, réviser</div><br><div class="note">-- Note --<br><br>rewrite, rewrote, rewritten</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">irr. verb</span></div><br><div class="mot">remanier, réviser</div><br><div class="note">-- Note --<br><br>rewrite, rewrote, rewritten</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">être le rédacteur</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">être le rédacteur</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">publier</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">publier</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">publier en exclusivité</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">publier en exclusivité</div>;ANGLAIS::niveau::C1 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">un scoop</div><br><div class="note">-- Note --<br><br>une information, une photographie ou un reportage exclusif vis-à-vis de la concurrence dans le milieu de la presse et ayant un grand retentissement. Il peut s'agir d'information de grande importance comme de contenus sensationnels. (source : Wikipédia)</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un scoop</div><br><div class="note">-- Note --<br><br>une information, une photographie ou un reportage exclusif vis-à-vis de la concurrence dans le milieu de la presse et ayant un grand retentissement. Il peut s'agir d'information de grande importance comme de contenus sensationnels. (source : Wikipédia)</div>;ANGLAIS::niveau::C1 ANGLAIS::type::noun ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">irr. verb</span></div><br><div class="mot">faire la une des journaux</div><br><div class="note">-- Note --<br><br>hit, hit, hit</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">irr. verb</span></div><br><div class="mot">faire la une des journaux</div><br><div class="note">-- Note --<br><br>hit, hit, hit</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">sensibiliser l'opinion publique</div><br><div class="note">-- Note --<br><br>Attention !<br>"sensible" en anglais désigne quelqu'un de raisonnable, cette formulation reste rare</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">sensibiliser l'opinion publique</div><br><div class="note">-- Note --<br><br>Attention !<br>"sensible" en anglais désigne quelqu'un de raisonnable, cette formulation reste rare</div>;ANGLAIS::niveau::C1 ANGLAIS::type::verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">irr. verb</span></div><br><div class="mot">rendre les gens conscients de</div><br><div class="note">-- Note --<br><br>make, made, made</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">irr. verb</span></div><br><div class="mot">rendre les gens conscients de</div><br><div class="note">-- Note --<br><br>make, made, made</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::PREPA::Media::The-Press::Journalism
<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">irr. verb</span></div><br><div class="mot">présenter un intérêt</div><br><div class="note">-- Note --<br><br>have, had, had</div>;<div class="theme">Thème : Media > The-Press > Journalism</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">irr. verb</span></div><br><div class="mot">présenter un intérêt</div><br><div class="note">-- Note --<br><br>have, had, had</div>;ANGLAIS::niveau::B2 ANGLAIS::type::irr-verb ANGLAIS::PREPA::Media::The-Press::Journalism
