<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">the public/private sector</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">le secteur public/privé</div>;ANGLAIS::niveau::B1 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">a self-employed person</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">un auto-entrepreneur / travailleur indépendant</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">noun</span></div><br><div class="mot">the working population</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">noun</span></div><br><div class="mot">la population active</div>;ANGLAIS::niveau::B2 ANGLAIS::type::noun ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">to create/generate jobs</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">créer des emplois</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">to create job opportunities</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">créer des débouchés</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">to offer jobs</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">proposer des emplois</div>;ANGLAIS::niveau::A2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">to join the labour force</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">arriver sur le marché de l’emploi</div>;ANGLAIS::niveau::B2 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">verb</span></div><br><div class="mot">to start a business</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">verb</span></div><br><div class="mot">monter son entreprise</div>;ANGLAIS::niveau::B1 ANGLAIS::type::verb ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">adj</span></div><br><div class="mot">overcrowded</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">adj</span></div><br><div class="mot">bouché</div><br><div class="note">-- Note --<br><br>S'emploie pour un secteur d'activité saturé</div>;ANGLAIS::niveau::B2 ANGLAIS::type::adj ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">adj</span></div><br><div class="mot">glutted</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">adj</span></div><br><div class="mot">saturé</div><br><div class="note">-- Note --<br><br>S'emploie pour un marché de l'emploi saturé</div>;ANGLAIS::niveau::C1 ANGLAIS::type::adj ANGLAIS::Work::The-job-market::Employment::Job-Creation
<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇬🇧</span><span class="type">adj</span></div><br><div class="mot">competitive</div>;<div class="theme">Thème : Work > The-job-market > Employment > Job-Creation</div><div class="en-tete"><span class="drapeau">🇫🇷</span><span class="type">adj</span></div><br><div class="mot">concurrentiel</div>;ANGLAIS::niveau::B1 ANGLAIS::type::adj ANGLAIS::Work::The-job-market::Employment::Job-Creation
